system_id,timestamp,temperature,humidity,moisture,ph,ec,nitrogen,phosphorus,potassium,source_name,energy,cps,activity
Lisimeter_2,2025-08-25 22:58:47,24.28,45.14,55.32,6.86,793.0,197.0,91.0,122.0,Co-60,1176.86,300.0,1.24
Lisimeter_1,2025-08-25 22:58:48,25.08,45.99,57.03,6.99,616.0,150.0,58.0,68.0,Co-60,1227.16,302.0,1.85
Lisimeter_2,2025-08-25 22:58:49,25.18,45.16,56.32,6.87,843.0,185.0,95.0,141.0,Co-60,1230.29,304.0,1.89
Lisimeter_1,2025-08-25 22:58:50,24.46,45.75,55.46,6.89,914.0,165.0,58.0,86.0,Co-60,1262.38,294.0,2.06
Lisimeter_2,2025-08-25 22:58:51,25.0,45.93,54.12,6.87,680.0,168.0,97.0,127.0,Co-60,1284.78,284.0,1.09
Lisimeter_1,2025-08-25 22:58:52,24.86,45.14,55.23,6.84,544.0,107.0,99.0,59.0,Co-60,1191.17,291.0,1.65
Lisimeter_2,2025-08-25 22:58:53,25.16,46.44,55.08,6.82,826.0,157.0,56.0,94.0,Co-60,1283.04,297.0,2.13
Lisimeter_1,2025-08-25 22:58:54,25.39,45.03,55.89,6.79,563.0,153.0,53.0,129.0,Co-60,1268.61,290.0,2.34
Lisimeter_2,2025-08-25 22:58:55,25.17,44.51,52.92,6.97,770.0,160.0,75.0,96.0,Co-60,1213.99,293.0,1.18
Lisimeter_1,2025-08-25 22:58:56,24.92,44.43,55.09,6.78,827.0,135.0,68.0,101.0,Co-60,1184.1,280.0,1.65
Lisimeter_2,2025-08-25 22:58:57,25.39,44.82,55.34,6.78,505.0,154.0,77.0,67.0,Co-60,1314.96,274.0,1.65
Lisimeter_1,2025-08-25 22:58:58,24.9,44.56,51.97,6.92,690.0,139.0,81.0,67.0,Co-60,1224.81,271.0,1.37
Lisimeter_2,2025-08-25 22:58:59,25.19,45.18,53.59,6.92,906.0,186.0,99.0,67.0,Co-60,1176.84,280.0,1.99
Lisimeter_1,2025-08-25 22:59:01,25.09,44.32,54.35,6.79,542.0,165.0,83.0,117.0,Co-60,1314.21,278.0,1.92
Lisimeter_2,2025-08-25 22:59:01,25.75,45.64,50.88,6.92,834.0,109.0,88.0,79.0,Co-60,1218.34,272.0,1.3
Lisimeter_1,2025-08-25 22:59:03,25.01,46.08,51.65,6.88,717.0,153.0,92.0,58.0,Co-60,1297.84,272.0,2.01
Lisimeter_2,2025-08-25 22:59:03,25.7,45.77,51.93,6.86,709.0,191.0,80.0,122.0,Co-60,1279.53,271.0,2.18
Lisimeter_1,2025-08-25 22:59:05,25.87,44.41,51.99,6.85,991.0,194.0,76.0,83.0,Co-60,1210.05,256.0,1.79
Lisimeter_2,2025-08-25 22:59:06,25.3,44.83,51.82,6.88,839.0,166.0,52.0,52.0,Co-60,1245.64,254.0,1.46
Lisimeter_1,2025-08-25 22:59:07,25.51,44.42,52.05,6.83,541.0,147.0,56.0,72.0,Co-60,1317.96,256.0,1.81
Lisimeter_2,2025-08-25 22:59:08,25.95,45.73,50.13,6.86,778.0,147.0,95.0,149.0,Co-60,1175.34,247.0,1.32
Lisimeter_1,2025-08-25 22:59:09,26.06,45.32,49.7,6.84,538.0,104.0,93.0,72.0,Co-60,1252.72,255.0,2.4
Lisimeter_2,2025-08-25 22:59:10,25.43,44.98,50.6,6.91,674.0,135.0,81.0,112.0,Co-60,1173.54,245.0,2.46
Lisimeter_1,2025-08-25 22:59:11,25.33,44.44,49.97,6.78,766.0,184.0,78.0,109.0,Co-60,1298.1,238.0,2.36
Lisimeter_2,2025-08-25 22:59:12,25.58,45.53,52.31,6.87,689.0,118.0,78.0,80.0,Co-60,1300.01,243.0,1.25
Lisimeter_1,2025-08-25 22:59:13,25.72,45.94,50.68,6.9,735.0,175.0,76.0,61.0,Co-60,1248.67,227.0,1.63
Lisimeter_2,2025-08-25 22:59:14,26.28,44.46,48.18,6.91,875.0,117.0,97.0,126.0,Co-60,1201.95,221.0,1.49
Lisimeter_1,2025-08-25 22:59:15,26.32,44.49,50.14,6.85,871.0,154.0,73.0,79.0,Co-60,1311.68,237.0,1.43
Lisimeter_2,2025-08-25 22:59:16,25.99,45.63,50.38,6.82,639.0,142.0,93.0,98.0,Co-60,1255.41,220.0,1.43
Lisimeter_1,2025-08-25 22:59:17,26.32,46.01,48.2,6.91,514.0,156.0,98.0,100.0,Co-60,1182.01,213.0,2.3
Lisimeter_2,2025-08-25 22:59:18,26.27,45.12,47.93,6.9,931.0,151.0,98.0,70.0,Co-60,1272.64,220.0,1.33
Lisimeter_1,2025-08-25 22:59:20,25.85,45.68,47.26,6.81,554.0,124.0,59.0,101.0,Co-60,1270.44,213.0,1.6
Lisimeter_2,2025-08-25 22:59:20,25.54,45.71,46.84,6.79,548.0,149.0,85.0,106.0,Co-60,1258.52,220.0,1.66
Lisimeter_1,2025-08-25 22:59:22,25.56,45.03,47.27,6.89,532.0,108.0,55.0,51.0,Co-60,1326.15,207.0,1.55
Lisimeter_2,2025-08-25 22:59:22,26.34,44.69,46.38,6.86,940.0,123.0,68.0,54.0,Co-60,1181.25,202.0,2.21
Lisimeter_1,2025-08-25 22:59:24,26.05,44.62,49.6,6.72,826.0,121.0,62.0,75.0,Co-60,1250.82,203.0,2.05
Lisimeter_2,2025-08-25 22:59:25,26.28,44.98,47.53,6.9,979.0,136.0,91.0,134.0,Co-60,1179.7,212.0,1.61
Lisimeter_1,2025-08-25 22:59:26,25.65,46.45,46.57,6.9,861.0,157.0,56.0,144.0,Co-60,1184.06,212.0,1.01
Lisimeter_2,2025-08-25 22:59:27,25.51,45.42,49.35,6.86,996.0,192.0,61.0,114.0,Co-60,1186.4,199.0,1.97
Lisimeter_1,2025-08-25 22:59:28,26.05,45.95,48.56,6.85,732.0,181.0,51.0,116.0,Co-60,1174.12,202.0,1.36
Lisimeter_2,2025-08-25 22:59:29,26.05,46.77,48.68,6.87,769.0,195.0,53.0,101.0,Co-60,1323.55,202.0,1.61
Lisimeter_1,2025-08-25 22:59:30,26.36,46.91,47.99,6.77,621.0,160.0,74.0,73.0,Co-60,1207.7,200.0,1.94
Lisimeter_2,2025-08-25 22:59:31,25.76,46.01,45.14,6.88,564.0,199.0,80.0,85.0,Co-60,1205.9,208.0,2.09
Lisimeter_1,2025-08-25 22:59:32,25.75,46.35,48.05,6.87,974.0,123.0,50.0,124.0,Co-60,1262.84,206.0,2.11
Lisimeter_2,2025-08-25 22:59:33,26.11,47.23,48.18,6.86,898.0,160.0,90.0,148.0,Co-60,1231.41,198.0,1.21
Lisimeter_1,2025-08-25 22:59:34,25.54,46.55,44.97,6.76,574.0,195.0,51.0,85.0,Co-60,1319.64,206.0,2.3
Lisimeter_2,2025-08-25 22:59:35,26.21,46.62,48.04,6.84,505.0,118.0,94.0,62.0,Co-60,1184.79,204.0,2.29
Lisimeter_1,2025-08-25 22:59:36,25.74,47.17,45.9,6.73,624.0,144.0,60.0,115.0,Co-60,1240.06,195.0,1.43
Lisimeter_2,2025-08-25 22:59:37,25.86,46.98,44.23,6.86,965.0,172.0,63.0,104.0,Co-60,1322.66,197.0,2.09
Lisimeter_1,2025-08-25 22:59:39,25.59,46.43,47.42,6.83,987.0,185.0,88.0,107.0,Co-60,1200.62,205.0,2.08
Lisimeter_2,2025-08-25 22:59:39,25.45,47.29,46.5,6.88,720.0,149.0,91.0,142.0,Co-60,1187.17,210.0,2.32
Lisimeter_1,2025-08-25 22:59:41,26.01,47.68,45.4,6.76,607.0,192.0,86.0,105.0,Co-60,1202.24,214.0,1.76
Lisimeter_2,2025-08-25 22:59:41,25.48,46.57,46.02,6.72,906.0,174.0,59.0,64.0,Co-60,1293.54,211.0,2.1
Lisimeter_1,2025-08-25 22:59:43,26.03,46.99,44.42,6.77,746.0,135.0,73.0,135.0,Co-60,1233.13,201.0,2.34
Lisimeter_2,2025-08-25 22:59:44,25.47,47.94,43.71,6.89,968.0,111.0,57.0,50.0,Co-60,1238.74,220.0,1.73
Lisimeter_1,2025-08-25 22:59:45,25.91,47.47,46.6,6.74,930.0,168.0,61.0,51.0,Co-60,1171.6,216.0,2.16
Lisimeter_2,2025-08-25 22:59:46,25.61,48.5,45.24,6.73,509.0,129.0,83.0,135.0,Co-60,1227.29,213.0,1.7
Lisimeter_1,2025-08-25 22:59:47,25.64,48.11,43.97,6.72,929.0,154.0,75.0,91.0,Co-60,1269.79,219.0,1.56
Lisimeter_2,2025-08-25 22:59:48,25.72,48.86,43.48,6.81,666.0,113.0,51.0,102.0,Co-60,1189.57,223.0,1.08
Lisimeter_1,2025-08-25 22:59:49,25.16,47.81,46.17,6.83,895.0,178.0,63.0,90.0,Co-60,1231.82,216.0,1.49
Lisimeter_2,2025-08-25 22:59:50,24.98,49.52,45.02,6.82,765.0,179.0,52.0,69.0,Co-60,1180.27,228.0,1.93
Lisimeter_1,2025-08-25 22:59:51,24.92,49.0,43.92,6.76,839.0,124.0,88.0,57.0,Co-60,1328.97,236.0,1.49
Lisimeter_2,2025-08-25 22:59:52,24.89,48.47,43.63,6.86,828.0,159.0,97.0,82.0,Co-60,1196.29,225.0,1.26
Lisimeter_1,2025-08-25 22:59:53,25.34,48.75,44.81,6.87,921.0,195.0,64.0,117.0,Co-60,1312.51,240.0,1.87
Lisimeter_2,2025-08-25 22:59:54,24.68,49.41,47.03,6.71,716.0,115.0,67.0,109.0,Co-60,1241.68,235.0,1.23
Lisimeter_1,2025-08-25 22:59:55,25.13,49.12,45.62,6.8,776.0,200.0,87.0,85.0,Co-60,1208.32,241.0,1.86
Lisimeter_2,2025-08-25 22:59:56,24.61,49.68,44.5,6.82,623.0,179.0,88.0,73.0,Co-60,1202.1,240.0,1.88
Lisimeter_1,2025-08-25 22:59:58,24.8,49.19,44.87,6.86,866.0,180.0,61.0,102.0,Co-60,1277.01,254.0,1.51
Lisimeter_2,2025-08-25 22:59:58,24.94,50.33,46.89,6.72,814.0,169.0,76.0,114.0,Co-60,1185.86,257.0,2.43
Lisimeter_1,2025-08-25 23:00:00,24.63,51.02,44.44,6.76,768.0,194.0,88.0,64.0,Co-60,1273.28,257.0,1.45
Lisimeter_2,2025-08-25 23:00:00,25.1,50.47,46.0,6.74,514.0,175.0,57.0,112.0,Co-60,1287.58,267.0,1.34
Lisimeter_1,2025-08-25 23:00:02,24.35,50.75,44.44,6.77,667.0,195.0,82.0,148.0,Co-60,1208.29,265.0,1.18
Lisimeter_2,2025-08-25 23:00:03,25.0,50.01,45.03,6.85,676.0,165.0,83.0,82.0,Co-60,1317.0,257.0,1.57
Lisimeter_1,2025-08-25 23:00:04,24.4,50.66,47.04,6.86,944.0,136.0,53.0,77.0,Co-60,1200.09,276.0,1.35
Lisimeter_2,2025-08-25 23:00:05,24.97,51.4,43.75,6.78,968.0,197.0,87.0,64.0,Co-60,1197.7,274.0,2.02
Lisimeter_1,2025-08-25 23:00:06,24.54,50.46,44.43,6.79,775.0,181.0,55.0,110.0,Co-60,1305.61,276.0,1.18
Lisimeter_2,2025-08-25 23:00:07,24.5,50.97,43.23,6.78,509.0,123.0,83.0,60.0,Co-60,1219.32,274.0,1.06
Lisimeter_1,2025-08-25 23:00:08,24.46,51.01,46.74,6.73,713.0,133.0,92.0,52.0,Co-60,1171.16,289.0,1.14
Lisimeter_2,2025-08-25 23:00:09,24.62,52.19,46.02,6.8,731.0,174.0,79.0,100.0,Co-60,1234.67,291.0,1.12
Lisimeter_1,2025-08-25 23:00:10,24.19,51.49,43.91,6.9,652.0,118.0,64.0,116.0,Co-60,1300.11,279.0,1.72
Lisimeter_2,2025-08-25 23:00:11,24.31,51.65,46.55,6.77,583.0,135.0,97.0,128.0,Co-60,1203.73,279.0,2.16
Lisimeter_1,2025-08-25 23:00:12,24.56,52.31,46.33,6.88,968.0,131.0,92.0,141.0,Co-60,1303.4,294.0,2.4
Lisimeter_2,2025-08-25 23:00:13,24.38,52.07,44.09,6.88,810.0,159.0,63.0,109.0,Co-60,1316.33,285.0,1.21
Lisimeter_1,2025-08-25 23:00:14,23.86,52.78,43.83,6.77,906.0,138.0,74.0,73.0,Co-60,1323.57,287.0,2.43
Lisimeter_2,2025-08-25 23:00:15,24.41,52.68,44.45,6.93,731.0,157.0,95.0,106.0,Co-60,1327.18,288.0,1.87
Lisimeter_1,2025-08-25 23:00:17,24.72,53.01,46.45,6.78,709.0,134.0,95.0,132.0,Co-60,1297.97,293.0,1.06
Lisimeter_2,2025-08-25 23:00:17,24.18,53.55,47.25,6.93,929.0,102.0,59.0,116.0,Co-60,1191.86,299.0,1.02
Lisimeter_1,2025-08-25 23:00:19,24.1,53.31,44.58,6.75,650.0,171.0,66.0,106.0,Co-60,1265.33,302.0,2.4
Lisimeter_2,2025-08-25 23:00:20,23.94,53.45,44.4,6.8,741.0,157.0,81.0,68.0,Co-60,1297.02,296.0,1.09
Lisimeter_1,2025-08-25 23:00:21,23.67,52.41,44.49,6.95,527.0,148.0,71.0,142.0,Co-60,1259.25,309.0,1.17
Lisimeter_2,2025-08-25 23:00:22,23.69,53.39,45.31,6.92,937.0,118.0,60.0,129.0,Co-60,1187.64,300.0,2.29
Lisimeter_1,2025-08-25 23:00:23,24.13,53.02,45.11,6.82,630.0,170.0,90.0,86.0,Co-60,1310.16,296.0,1.35
Lisimeter_2,2025-08-25 23:00:24,23.81,54.05,48.39,6.78,582.0,154.0,56.0,150.0,Co-60,1182.88,294.0,2.04
Lisimeter_1,2025-08-25 23:00:25,23.83,53.5,46.44,6.93,567.0,189.0,91.0,63.0,Co-60,1208.96,290.0,1.35
Lisimeter_2,2025-08-25 23:00:26,23.6,53.49,46.17,6.88,589.0,162.0,66.0,86.0,Co-60,1199.05,290.0,2.28
Lisimeter_1,2025-08-25 23:00:27,23.69,53.83,48.6,6.9,666.0,178.0,89.0,71.0,Co-60,1292.62,303.0,1.11
Lisimeter_2,2025-08-25 23:00:28,23.95,53.32,47.4,6.86,804.0,174.0,96.0,136.0,Co-60,1328.77,303.0,1.67
Lisimeter_1,2025-08-25 23:00:29,23.57,55.04,49.09,6.82,743.0,155.0,81.0,118.0,Co-60,1253.47,297.0,1.29
Lisimeter_2,2025-08-25 23:00:30,24.35,54.55,49.58,6.94,992.0,173.0,83.0,52.0,Co-60,1321.23,303.0,1.6
Lisimeter_1,2025-08-25 23:00:31,23.89,55.25,46.11,6.96,573.0,100.0,75.0,98.0,Co-60,1241.39,299.0,2.03
Lisimeter_2,2025-08-25 23:00:32,24.32,53.46,47.29,6.92,981.0,155.0,56.0,136.0,Co-60,1326.98,297.0,1.29
Lisimeter_1,2025-08-25 23:00:33,23.64,54.09,46.84,6.83,727.0,197.0,84.0,130.0,Co-60,1264.39,295.0,2.44
Lisimeter_2,2025-08-25 23:00:34,23.75,55.19,47.63,6.84,555.0,149.0,60.0,144.0,Co-60,1206.22,279.0,1.57
Lisimeter_1,2025-08-25 23:00:36,23.65,53.91,48.88,6.93,762.0,147.0,62.0,69.0,Co-60,1247.06,283.0,1.25
Lisimeter_2,2025-08-25 23:00:37,23.53,54.78,47.1,6.96,583.0,178.0,60.0,132.0,Co-60,1203.95,285.0,2.36
Lisimeter_1,2025-08-25 23:00:38,24.14,54.34,47.52,6.81,510.0,133.0,90.0,75.0,Co-60,1316.29,286.0,1.21
Lisimeter_2,2025-08-25 23:00:39,23.63,53.92,47.47,6.98,509.0,188.0,92.0,116.0,Co-60,1201.22,283.0,1.5
Lisimeter_1,2025-08-25 23:00:40,23.61,54.4,48.93,6.95,800.0,148.0,54.0,149.0,Co-60,1276.78,278.0,1.37
Lisimeter_2,2025-08-25 23:00:41,24.53,54.09,49.49,6.83,645.0,116.0,62.0,89.0,Co-60,1170.51,264.0,2.12
Lisimeter_1,2025-08-25 23:00:42,24.34,54.83,49.86,6.83,672.0,134.0,69.0,58.0,Co-60,1329.58,276.0,1.72
Lisimeter_2,2025-08-25 23:00:43,24.45,55.82,50.26,6.9,577.0,130.0,85.0,85.0,Co-60,1209.76,259.0,1.71
Lisimeter_1,2025-08-25 23:00:44,23.75,54.34,50.95,6.91,707.0,104.0,66.0,80.0,Co-60,1291.0,255.0,1.7
Lisimeter_2,2025-08-25 23:00:45,24.54,55.97,49.75,7.0,867.0,120.0,65.0,103.0,Co-60,1264.23,260.0,1.5
Lisimeter_1,2025-08-25 23:00:46,24.64,55.26,50.41,6.98,797.0,139.0,53.0,132.0,Co-60,1181.04,258.0,1.28
Lisimeter_2,2025-08-25 23:00:47,24.68,55.24,52.83,6.94,704.0,124.0,75.0,105.0,Co-60,1211.99,242.0,1.94
Lisimeter_1,2025-08-25 23:00:48,23.9,54.45,50.85,7.01,904.0,181.0,67.0,130.0,Co-60,1237.66,241.0,1.57
Lisimeter_2,2025-08-25 23:00:49,24.6,54.81,51.34,7.03,718.0,149.0,93.0,134.0,Co-60,1241.83,243.0,1.15
Lisimeter_1,2025-08-25 23:00:50,23.99,55.8,51.02,7.05,596.0,193.0,75.0,99.0,Co-60,1299.31,251.0,2.06
Lisimeter_2,2025-08-25 23:00:51,24.85,54.51,52.0,6.97,882.0,176.0,77.0,150.0,Co-60,1179.28,248.0,1.2
Lisimeter_1,2025-08-25 23:00:52,24.83,55.81,51.11,6.91,805.0,184.0,79.0,56.0,Co-60,1203.01,227.0,2.11
Lisimeter_2,2025-08-25 23:00:53,24.1,55.58,52.27,6.87,964.0,178.0,100.0,71.0,Co-60,1222.52,232.0,1.39
Lisimeter_1,2025-08-25 23:00:55,24.71,54.35,51.0,7.0,601.0,141.0,60.0,85.0,Co-60,1210.79,227.0,1.92
Lisimeter_2,2025-08-25 23:00:56,24.9,55.82,53.83,7.04,776.0,180.0,75.0,73.0,Co-60,1317.1,230.0,1.87
Lisimeter_1,2025-08-25 23:00:57,24.28,55.61,54.02,6.98,683.0,111.0,95.0,55.0,Co-60,1229.66,222.0,1.54
Lisimeter_2,2025-08-25 23:00:58,24.54,54.89,52.37,6.9,591.0,141.0,83.0,53.0,Co-60,1279.67,222.0,1.92
Lisimeter_1,2025-08-25 23:00:59,24.99,54.43,53.36,7.06,908.0,108.0,98.0,109.0,Co-60,1180.13,214.0,1.63
Lisimeter_2,2025-08-25 23:01:00,24.76,54.87,52.91,7.06,838.0,104.0,70.0,86.0,Co-60,1326.71,213.0,2.49
Lisimeter_1,2025-08-25 23:01:01,24.36,54.85,52.35,7.05,867.0,112.0,90.0,106.0,Co-60,1269.14,217.0,1.99
Lisimeter_2,2025-08-25 23:01:02,24.72,53.67,54.55,6.99,815.0,165.0,65.0,127.0,Co-60,1190.35,217.0,2.07
Lisimeter_1,2025-08-25 23:01:03,25.06,53.81,54.39,6.94,778.0,183.0,61.0,126.0,Co-60,1253.12,211.0,2.33
Lisimeter_2,2025-08-25 23:01:04,24.84,53.64,55.93,6.93,917.0,159.0,98.0,81.0,Co-60,1305.57,199.0,2.07
Lisimeter_1,2025-08-25 23:01:05,25.28,53.68,54.63,7.04,880.0,154.0,100.0,126.0,Co-60,1215.97,198.0,1.42
Lisimeter_2,2025-08-25 23:01:06,24.98,53.68,56.21,6.97,839.0,199.0,92.0,132.0,Co-60,1179.23,199.0,1.55
Lisimeter_1,2025-08-25 23:01:07,25.28,53.68,56.65,7.11,710.0,139.0,76.0,65.0,Co-60,1268.91,197.0,1.64
Lisimeter_2,2025-08-25 23:01:08,25.44,54.4,54.52,6.96,976.0,123.0,100.0,134.0,Co-60,1324.32,204.0,2.48
Lisimeter_1,2025-08-25 23:01:09,24.82,53.61,57.64,6.95,852.0,196.0,63.0,94.0,Co-60,1323.46,192.0,2.04
Lisimeter_2,2025-08-25 23:01:10,25.25,53.23,58.29,7.05,571.0,126.0,84.0,62.0,Co-60,1279.14,198.0,2.15
Lisimeter_1,2025-08-25 23:01:11,25.61,54.15,58.31,7.05,784.0,133.0,93.0,85.0,Co-60,1252.26,205.0,2.13
Lisimeter_2,2025-08-25 23:01:12,25.86,54.0,55.63,7.05,804.0,122.0,92.0,121.0,Co-60,1226.97,205.0,2.15
Lisimeter_1,2025-08-25 23:01:13,25.64,53.14,55.26,7.02,796.0,182.0,97.0,81.0,Co-60,1236.23,208.0,1.6
Lisimeter_2,2025-08-25 23:01:15,25.26,54.0,55.86,7.13,759.0,173.0,60.0,87.0,Co-60,1203.83,207.0,1.55
Lisimeter_1,2025-08-25 23:01:16,25.54,53.21,56.5,7.13,613.0,189.0,59.0,128.0,Co-60,1170.97,206.0,2.41
Lisimeter_2,2025-08-25 23:01:17,25.96,53.19,58.69,7.07,832.0,186.0,74.0,69.0,Co-60,1222.42,196.0,2.3
Lisimeter_1,2025-08-25 23:01:18,25.89,53.44,59.94,7.05,758.0,108.0,82.0,121.0,Co-60,1273.64,203.0,1.65
Lisimeter_2,2025-08-25 23:01:19,25.71,53.2,60.24,7.07,956.0,187.0,96.0,95.0,Co-60,1254.66,210.0,1.89
Lisimeter_1,2025-08-25 23:01:20,25.23,52.98,56.68,7.09,811.0,156.0,77.0,85.0,Co-60,1298.11,205.0,1.17
Lisimeter_2,2025-08-25 23:01:21,25.81,52.16,57.09,7.01,563.0,128.0,93.0,140.0,Co-60,1321.26,198.0,1.8
Lisimeter_1,2025-08-25 23:01:22,25.26,53.14,59.7,7.12,897.0,124.0,77.0,123.0,Co-60,1190.86,209.0,1.59
Lisimeter_2,2025-08-25 23:01:23,25.97,51.31,60.21,7.13,793.0,148.0,71.0,97.0,Co-60,1229.7,210.0,1.43
Lisimeter_1,2025-08-25 23:01:24,25.64,52.22,58.68,7.03,832.0,100.0,83.0,51.0,Co-60,1279.68,220.0,1.72
Lisimeter_2,2025-08-25 23:01:25,25.34,51.47,58.75,7.12,894.0,128.0,80.0,129.0,Co-60,1322.27,211.0,2.45
Lisimeter_1,2025-08-25 23:01:26,25.52,51.78,58.75,7.09,849.0,103.0,66.0,137.0,Co-60,1315.86,217.0,1.41
Lisimeter_2,2025-08-25 23:01:27,25.79,51.11,59.57,6.99,638.0,146.0,57.0,110.0,Co-60,1191.82,221.0,2.26
Lisimeter_1,2025-08-25 23:01:28,25.73,50.46,61.33,7.04,817.0,150.0,78.0,120.0,Co-60,1292.06,222.0,1.53
Lisimeter_2,2025-08-25 23:01:29,26.31,51.47,60.14,7.02,674.0,131.0,82.0,87.0,Co-60,1208.74,216.0,2.37
Lisimeter_1,2025-08-25 23:01:30,26.39,51.98,60.75,7.05,658.0,115.0,90.0,100.0,Co-60,1273.92,236.0,1.52
Lisimeter_2,2025-08-25 23:01:31,26.24,50.82,62.11,7.08,610.0,173.0,88.0,57.0,Co-60,1271.48,230.0,1.95
Lisimeter_1,2025-08-25 23:01:33,25.48,51.4,60.79,7.11,860.0,196.0,52.0,109.0,Co-60,1274.81,243.0,1.5
Lisimeter_2,2025-08-25 23:01:34,26.12,50.09,61.85,7.11,880.0,135.0,72.0,140.0,Co-60,1200.73,233.0,1.97
Lisimeter_1,2025-08-25 23:03:44,25.79,49.13,61.9,7.23,577.0,123.0,93.0,76.0,Co-60,1316.93,274.0,1.32
Lisimeter_2,2025-08-25 23:03:46,25.65,49.39,65.0,7.16,567.0,195.0,75.0,89.0,Co-60,1279.85,261.0,1.72
Lisimeter_1,2025-08-25 23:03:46,25.84,49.76,62.69,7.14,530.0,113.0,94.0,66.0,Co-60,1221.05,266.0,1.58
Lisimeter_2,2025-08-25 23:03:48,26.16,49.48,63.15,7.17,783.0,170.0,98.0,58.0,Co-60,1228.79,280.0,1.4
Lisimeter_1,2025-08-25 23:03:48,25.54,48.39,63.99,7.06,644.0,195.0,96.0,56.0,Co-60,1248.63,269.0,1.42
Lisimeter_2,2025-08-25 23:03:50,25.92,47.38,63.4,7.12,998.0,178.0,53.0,112.0,Co-60,1277.48,289.0,1.76
Lisimeter_1,2025-08-25 23:03:50,25.81,48.74,64.09,7.1,826.0,114.0,52.0,103.0,Co-60,1226.58,274.0,2.41
Lisimeter_2,2025-08-25 23:03:52,25.89,48.09,63.25,7.19,822.0,177.0,69.0,65.0,Co-60,1303.9,285.0,1.63
Lisimeter_1,2025-08-25 23:03:52,25.35,47.46,63.11,7.08,538.0,195.0,75.0,57.0,Co-60,1255.87,290.0,1.56
Lisimeter_2,2025-08-25 23:03:54,25.62,47.0,64.48,7.08,809.0,190.0,84.0,103.0,Co-60,1232.52,283.0,1.11
Lisimeter_1,2025-08-25 23:03:54,25.55,48.5,64.93,7.24,870.0,112.0,56.0,129.0,Co-60,1265.99,300.0,2.38
Lisimeter_2,2025-08-25 23:03:56,25.82,47.11,65.95,7.22,654.0,165.0,70.0,85.0,Co-60,1214.03,286.0,1.7
Lisimeter_1,2025-08-25 23:03:56,25.81,48.23,63.89,7.07,909.0,104.0,78.0,115.0,Co-60,1189.02,293.0,1.2
Lisimeter_2,2025-08-25 23:03:58,25.74,46.36,62.59,7.15,866.0,118.0,55.0,61.0,Co-60,1170.58,303.0,2.04
Lisimeter_1,2025-08-25 23:03:59,25.87,46.86,64.24,7.14,620.0,199.0,68.0,139.0,Co-60,1291.17,303.0,1.03
Lisimeter_2,2025-08-25 23:04:01,25.69,47.19,65.1,7.24,915.0,141.0,93.0,107.0,Co-60,1274.27,291.0,1.83
Lisimeter_1,2025-08-25 23:04:01,25.29,46.84,65.98,7.09,888.0,176.0,59.0,52.0,Co-60,1257.09,300.0,1.88
Lisimeter_2,2025-08-25 23:04:03,25.49,45.83,66.64,7.09,853.0,148.0,71.0,51.0,Co-60,1299.99,293.0,1.2
Lisimeter_1,2025-08-25 23:04:03,25.62,45.5,64.02,7.12,645.0,180.0,80.0,81.0,Co-60,1263.08,306.0,2.27
Lisimeter_2,2025-08-25 23:04:05,25.23,46.82,64.01,7.17,684.0,109.0,81.0,101.0,Co-60,1187.79,299.0,2.34
Lisimeter_1,2025-08-25 23:04:05,25.58,46.93,65.88,7.09,816.0,122.0,76.0,121.0,Co-60,1326.13,295.0,1.91
Lisimeter_2,2025-08-25 23:04:07,24.76,45.61,65.33,7.12,929.0,151.0,99.0,69.0,Co-60,1259.73,306.0,2.22
Lisimeter_1,2025-08-25 23:04:07,25.03,45.57,63.85,7.11,946.0,102.0,54.0,140.0,Co-60,1245.23,308.0,1.59
Lisimeter_2,2025-08-25 23:04:09,24.93,45.74,64.34,7.15,885.0,171.0,86.0,80.0,Co-60,1229.12,292.0,2.25
Lisimeter_1,2025-08-25 23:04:09,25.32,44.88,63.94,7.09,837.0,176.0,74.0,122.0,Co-60,1234.31,290.0,1.38
Lisimeter_2,2025-08-25 23:04:11,24.62,45.93,65.33,7.18,811.0,197.0,68.0,71.0,Co-60,1264.34,297.0,2.19
Lisimeter_1,2025-08-25 23:04:11,25.3,44.81,64.98,7.28,515.0,127.0,66.0,146.0,Co-60,1220.17,292.0,2.04
Lisimeter_2,2025-08-25 23:04:13,24.76,45.79,63.62,7.14,980.0,118.0,52.0,149.0,Co-60,1245.05,297.0,1.09
Lisimeter_1,2025-08-25 23:04:13,25.29,44.54,63.02,7.22,785.0,143.0,52.0,104.0,Co-60,1191.65,284.0,1.23
Lisimeter_2,2025-08-25 23:04:15,25.35,45.54,63.33,7.26,883.0,118.0,56.0,138.0,Co-60,1308.14,286.0,2.2
Lisimeter_1,2025-08-25 23:04:16,24.66,45.96,63.11,7.12,569.0,167.0,82.0,133.0,Co-60,1315.74,284.0,1.05
Lisimeter_2,2025-08-25 23:04:17,24.82,45.18,66.69,7.21,677.0,152.0,90.0,138.0,Co-60,1204.96,285.0,1.86
Lisimeter_1,2025-08-25 23:04:18,25.09,45.6,66.36,7.21,641.0,135.0,55.0,110.0,Co-60,1308.74,286.0,1.33
Lisimeter_2,2025-08-25 23:04:20,24.91,45.84,64.92,7.18,608.0,116.0,56.0,88.0,Co-60,1261.67,279.0,2.11
